[Allreduce] id:0001, cur_start:1743602158.195057, cur_end:1743602158.198520, duration(s):0.003463, ele_sz(B):4, cnt:291, total(MB):0.001110, avg_bw(MB/s):0.080138
[Allreduce] id:0002, cur_start:1743602158.577548, cur_end:1743602164.041373, duration(s):5.463825, ele_sz(B):4, cnt:674834720, total(MB):-1521.709839, avg_bw(MB/s):24.080665
[Allreduce] id:0003, cur_start:1743602178.787809, cur_end:1743602179.095484, duration(s):0.307675, ele_sz(B):4, cnt:1, total(MB):0.000004, avg_bw(MB/s):0.000003
[Allreduce] id:0004, cur_start:1743602220.487681, cur_end:1743602225.888128, duration(s):5.400447, ele_sz(B):4, cnt:674834720, total(MB):-1521.709839, avg_bw(MB/s):24.363269
[Allreduce] id:0005, cur_start:1743602226.384858, cur_end:1743602226.387289, duration(s):0.002431, ele_sz(B):4, cnt:1, total(MB):0.000004, avg_bw(MB/s):0.000392
[Allreduce] id:0006, cur_start:1743602241.594606, cur_end:1743602241.798432, duration(s):0.203826, ele_sz(B):4, cnt:2691104, total(MB):10.265747, avg_bw(MB/s):12.591312
[Allreduce] id:0007, cur_start:1743602242.092796, cur_end:1743602242.370537, duration(s):0.277741, ele_sz(B):4, cnt:10620288, total(MB):40.513184, avg_bw(MB/s):36.466693
[Allreduce] id:0008, cur_start:1743602242.386289, cur_end:1743602242.771529, duration(s):0.385240, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):32.875711
[Allreduce] id:0009, cur_start:1743602242.782094, cur_end:1743602243.123382, duration(s):0.341288, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):29.689560
[Allreduce] id:0010, cur_start:1743602243.123519, cur_end:1743602243.490208, duration(s):0.366689, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):34.538912
[Allreduce] id:0011, cur_start:1743602243.572651, cur_end:1743602243.887965, duration(s):0.315314, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):32.135238
[Allreduce] id:0012, cur_start:1743602243.903843, cur_end:1743602244.311480, duration(s):0.407637, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):31.069405
[Allreduce] id:0013, cur_start:1743602244.373709, cur_end:1743602244.674596, duration(s):0.300887, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):33.676066
[Allreduce] id:0014, cur_start:1743602244.677286, cur_end:1743602245.112333, duration(s):0.435047, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):29.111887
[Allreduce] id:0015, cur_start:1743602245.112461, cur_end:1743602245.571088, duration(s):0.458627, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):22.093532
[Allreduce] id:0016, cur_start:1743602245.571224, cur_end:1743602245.983893, duration(s):0.412669, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):30.690551
[Allreduce] id:0017, cur_start:1743602245.984037, cur_end:1743602246.327742, duration(s):0.343705, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):29.480777
[Allreduce] id:0018, cur_start:1743602246.327908, cur_end:1743602246.904613, duration(s):0.576705, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):21.961036
[Allreduce] id:0019, cur_start:1743602246.904765, cur_end:1743602247.298429, duration(s):0.393664, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):25.739439
[Allreduce] id:0020, cur_start:1743602247.298587, cur_end:1743602247.696678, duration(s):0.398091, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):31.814432
[Allreduce] id:0021, cur_start:1743602247.696810, cur_end:1743602247.999555, duration(s):0.302745, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):33.469390
[Allreduce] id:0022, cur_start:1743602247.999677, cur_end:1743602248.506626, duration(s):0.506949, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):24.982866
[Allreduce] id:0023, cur_start:1743602248.506776, cur_end:1743602248.869845, duration(s):0.363069, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):27.908443
[Allreduce] id:0024, cur_start:1743602248.870016, cur_end:1743602249.256486, duration(s):0.386470, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):32.771079
[Allreduce] id:0025, cur_start:1743602249.256611, cur_end:1743602249.586830, duration(s):0.330219, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):30.684759
[Allreduce] id:0026, cur_start:1743602249.587037, cur_end:1743602249.953091, duration(s):0.366054, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):34.598827
[Allreduce] id:0027, cur_start:1743602249.953226, cur_end:1743602250.338401, duration(s):0.385175, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):26.306719
[Allreduce] id:0028, cur_start:1743602250.338564, cur_end:1743602250.826141, duration(s):0.487577, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):25.975465
[Allreduce] id:0029, cur_start:1743602250.826331, cur_end:1743602251.223314, duration(s):0.396983, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):25.524243
[Allreduce] id:0030, cur_start:1743602251.223489, cur_end:1743602251.531591, duration(s):0.308102, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):41.106643
[Allreduce] id:0031, cur_start:1743602251.531732, cur_end:1743602251.766946, duration(s):0.235214, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):43.078603
[Allreduce] id:0032, cur_start:1743602251.767093, cur_end:1743602252.053679, duration(s):0.286586, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):44.192804
[Allreduce] id:0033, cur_start:1743602252.857557, cur_end:1743602253.071612, duration(s):0.214055, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):47.336855
[Allreduce] id:0034, cur_start:1743602253.109805, cur_end:1743602253.535544, duration(s):0.425739, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):29.748365
[Allreduce] id:0035, cur_start:1743602254.392833, cur_end:1743602254.560230, duration(s):0.167397, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):60.530896
[Allreduce] id:0036, cur_start:1743602254.621051, cur_end:1743602255.047471, duration(s):0.426420, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):29.700856
[Allreduce] id:0037, cur_start:1743602255.693548, cur_end:1743602255.926717, duration(s):0.233169, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):43.456422
[Allreduce] id:0038, cur_start:1743602255.940840, cur_end:1743602256.347631, duration(s):0.406791, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):31.134020
[Allreduce] id:0039, cur_start:1743602257.158997, cur_end:1743602257.374961, duration(s):0.215964, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):46.918424
[Allreduce] id:0040, cur_start:1743602257.390608, cur_end:1743602257.803549, duration(s):0.412941, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):30.670336
[Allreduce] id:0041, cur_start:1743602258.749498, cur_end:1743602258.980382, duration(s):0.230884, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):43.886499
[Allreduce] id:0042, cur_start:1743602258.995658, cur_end:1743602259.415533, duration(s):0.419875, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):30.163832
[Allreduce] id:0043, cur_start:1743602260.327496, cur_end:1743602260.548009, duration(s):0.220513, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):45.950535
[Allreduce] id:0044, cur_start:1743602260.563579, cur_end:1743602260.843529, duration(s):0.279950, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):45.240361
[Allreduce] id:0045, cur_start:1743602261.943715, cur_end:1743602262.173596, duration(s):0.229881, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):44.077981
[Allreduce] id:0046, cur_start:1743602262.187944, cur_end:1743602262.543205, duration(s):0.355261, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):35.649956
[Allreduce] id:0047, cur_start:1743602263.377671, cur_end:1743602263.601078, duration(s):0.223407, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):45.355295
[Allreduce] id:0048, cur_start:1743602263.615040, cur_end:1743602263.995424, duration(s):0.380384, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):33.295404
[Allreduce] id:0049, cur_start:1743602264.827402, cur_end:1743602265.046077, duration(s):0.218675, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):46.336757
