[Allreduce] id:0001, cur_start:1743602133.102762, cur_end:1743602158.195517, duration(s):25.092755, ele_sz(B):4, cnt:291, total(MB):0.001110, avg_bw(MB/s):0.000011
[Allreduce] id:0002, cur_start:1743602158.197388, cur_end:1743602164.041530, duration(s):5.844142, ele_sz(B):4, cnt:674834720, total(MB):-1521.709839, avg_bw(MB/s):22.513577
[Allreduce] id:0003, cur_start:1743602178.999058, cur_end:1743602179.095426, duration(s):0.096368, ele_sz(B):4, cnt:1, total(MB):0.000004, avg_bw(MB/s):0.000010
[Allreduce] id:0004, cur_start:1743602196.168992, cur_end:1743602225.887542, duration(s):29.718550, ele_sz(B):4, cnt:674834720, total(MB):-1521.709839, avg_bw(MB/s):4.427287
[Allreduce] id:0005, cur_start:1743602226.383060, cur_end:1743602226.387304, duration(s):0.004244, ele_sz(B):4, cnt:1, total(MB):0.000004, avg_bw(MB/s):0.000225
[Allreduce] id:0006, cur_start:1743602235.125737, cur_end:1743602241.779648, duration(s):6.653911, ele_sz(B):4, cnt:2691104, total(MB):10.265747, avg_bw(MB/s):0.385704
[Allreduce] id:0007, cur_start:1743602241.779846, cur_end:1743602242.375086, duration(s):0.595240, ele_sz(B):4, cnt:10620288, total(MB):40.513184, avg_bw(MB/s):17.015483
[Allreduce] id:0008, cur_start:1743602242.375260, cur_end:1743602242.724753, duration(s):0.349493, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):36.238320
[Allreduce] id:0009, cur_start:1743602242.724839, cur_end:1743602243.102162, duration(s):0.377323, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):26.854155
[Allreduce] id:0010, cur_start:1743602243.102271, cur_end:1743602243.488078, duration(s):0.385807, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):32.827396
[Allreduce] id:0011, cur_start:1743602243.488164, cur_end:1743602243.875086, duration(s):0.386922, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):26.187941
[Allreduce] id:0012, cur_start:1743602243.875169, cur_end:1743602244.326337, duration(s):0.451168, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):28.071670
[Allreduce] id:0013, cur_start:1743602244.326428, cur_end:1743602244.712194, duration(s):0.385766, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):26.266417
[Allreduce] id:0014, cur_start:1743602244.712297, cur_end:1743602245.124279, duration(s):0.411982, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):30.741729
[Allreduce] id:0015, cur_start:1743602245.124466, cur_end:1743602245.546394, duration(s):0.421928, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):24.015212
[Allreduce] id:0016, cur_start:1743602245.546482, cur_end:1743602246.009476, duration(s):0.462994, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):27.354651
[Allreduce] id:0017, cur_start:1743602246.009567, cur_end:1743602246.355522, duration(s):0.345955, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):29.289042
[Allreduce] id:0018, cur_start:1743602246.355618, cur_end:1743602246.839872, duration(s):0.484254, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):26.153711
[Allreduce] id:0019, cur_start:1743602246.839994, cur_end:1743602247.257509, duration(s):0.417515, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):24.269045
[Allreduce] id:0020, cur_start:1743602247.257601, cur_end:1743602247.684153, duration(s):0.426552, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):29.691665
[Allreduce] id:0021, cur_start:1743602247.684321, cur_end:1743602248.016505, duration(s):0.332184, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):30.503246
[Allreduce] id:0022, cur_start:1743602248.016600, cur_end:1743602248.395797, duration(s):0.379197, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):33.399629
[Allreduce] id:0023, cur_start:1743602248.395880, cur_end:1743602248.836961, duration(s):0.441081, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):22.972403
[Allreduce] id:0024, cur_start:1743602248.837047, cur_end:1743602249.268819, duration(s):0.431772, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):29.332701
[Allreduce] id:0025, cur_start:1743602249.269007, cur_end:1743602249.575976, duration(s):0.306969, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):33.008839
[Allreduce] id:0026, cur_start:1743602249.576081, cur_end:1743602250.023557, duration(s):0.447476, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):28.303281
