[Allreduce] id:0001, cur_start:1743602133.343488, cur_end:1743602158.198611, duration(s):24.855123, ele_sz(B):4, cnt:291, total(MB):0.001110, avg_bw(MB/s):0.000011
[Allreduce] id:0002, cur_start:1743602158.199936, cur_end:1743602164.041373, duration(s):5.841437, ele_sz(B):4, cnt:674834720, total(MB):-1521.709839, avg_bw(MB/s):22.524002
[Allreduce] id:0003, cur_start:1743602178.849928, cur_end:1743602179.095480, duration(s):0.245552, ele_sz(B):4, cnt:1, total(MB):0.000004, avg_bw(MB/s):0.000004
[Allreduce] id:0004, cur_start:1743602195.832417, cur_end:1743602225.887402, duration(s):30.054985, ele_sz(B):4, cnt:674834720, total(MB):-1521.709839, avg_bw(MB/s):4.377728
[Allreduce] id:0005, cur_start:1743602226.376724, cur_end:1743602226.387290, duration(s):0.010566, ele_sz(B):4, cnt:1, total(MB):0.000004, avg_bw(MB/s):0.000090
[Allreduce] id:0006, cur_start:1743602235.151926, cur_end:1743602241.814422, duration(s):6.662496, ele_sz(B):4, cnt:2691104, total(MB):10.265747, avg_bw(MB/s):0.385207
[Allreduce] id:0007, cur_start:1743602241.814604, cur_end:1743602242.348798, duration(s):0.534194, ele_sz(B):4, cnt:10620288, total(MB):40.513184, avg_bw(MB/s):18.959958
[Allreduce] id:0008, cur_start:1743602242.349026, cur_end:1743602242.763158, duration(s):0.414132, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):30.582131
[Allreduce] id:0009, cur_start:1743602242.763331, cur_end:1743602243.133525, duration(s):0.370194, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):27.371298
[Allreduce] id:0010, cur_start:1743602243.133680, cur_end:1743602243.516351, duration(s):0.382671, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):33.096417
[Allreduce] id:0011, cur_start:1743602243.516498, cur_end:1743602243.905830, duration(s):0.389332, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):26.025835
[Allreduce] id:0012, cur_start:1743602243.905972, cur_end:1743602244.292448, duration(s):0.386476, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):32.770571
[Allreduce] id:0013, cur_start:1743602244.292623, cur_end:1743602244.683000, duration(s):0.390377, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):25.956167
[Allreduce] id:0014, cur_start:1743602244.683160, cur_end:1743602245.103429, duration(s):0.420269, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):30.135554
[Allreduce] id:0015, cur_start:1743602245.103593, cur_end:1743602245.591370, duration(s):0.487777, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):20.773203
[Allreduce] id:0016, cur_start:1743602245.591542, cur_end:1743602245.983435, duration(s):0.391893, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):32.317595
[Allreduce] id:0017, cur_start:1743602245.983611, cur_end:1743602246.367504, duration(s):0.383893, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):26.394569
[Allreduce] id:0018, cur_start:1743602246.367672, cur_end:1743602246.883661, duration(s):0.515989, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):24.545173
[Allreduce] id:0019, cur_start:1743602246.883885, cur_end:1743602247.295053, duration(s):0.411168, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):24.643675
[Allreduce] id:0020, cur_start:1743602247.295240, cur_end:1743602247.688516, duration(s):0.393276, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):32.203946
[Allreduce] id:0021, cur_start:1743602247.688718, cur_end:1743602248.009677, duration(s):0.320959, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):31.570046
[Allreduce] id:0022, cur_start:1743602248.009858, cur_end:1743602248.406436, duration(s):0.396578, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):31.935808
[Allreduce] id:0023, cur_start:1743602248.406636, cur_end:1743602248.822330, duration(s):0.415694, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):24.375359
[Allreduce] id:0024, cur_start:1743602248.822500, cur_end:1743602249.251875, duration(s):0.429375, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):29.496452
[Allreduce] id:0025, cur_start:1743602249.252045, cur_end:1743602249.591128, duration(s):0.339083, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):29.882626
[Allreduce] id:0026, cur_start:1743602249.591382, cur_end:1743602249.992853, duration(s):0.401471, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):31.546585
[Allreduce] id:0027, cur_start:1743602249.993018, cur_end:1743602250.354145, duration(s):0.361127, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):28.058524
[Allreduce] id:0028, cur_start:1743602250.354345, cur_end:1743602250.794809, duration(s):0.440464, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):28.753857
[Allreduce] id:0029, cur_start:1743602250.795010, cur_end:1743602251.181516, duration(s):0.386506, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):26.216127
[Allreduce] id:0030, cur_start:1743602251.181743, cur_end:1743602251.539467, duration(s):0.357724, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):35.404499
[Allreduce] id:0031, cur_start:1743602251.539648, cur_end:1743602251.765663, duration(s):0.226015, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):44.831938
[Allreduce] id:0032, cur_start:1743602251.765908, cur_end:1743602252.051679, duration(s):0.285771, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):44.318839
[Allreduce] id:0033, cur_start:1743602252.051970, cur_end:1743602253.069462, duration(s):1.017492, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):9.958496
[Allreduce] id:0034, cur_start:1743602253.069698, cur_end:1743602253.464588, duration(s):0.394890, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):32.072322
