[Allreduce] id:0001, cur_start:1743602133.107166, cur_end:1743602158.198552, duration(s):25.091386, ele_sz(B):4, cnt:291, total(MB):0.001110, avg_bw(MB/s):0.000011
[Allreduce] id:0002, cur_start:1743602158.199914, cur_end:1743602164.041340, duration(s):5.841426, ele_sz(B):4, cnt:674834720, total(MB):-1521.709839, avg_bw(MB/s):22.524045
[Allreduce] id:0003, cur_start:1743602178.982874, cur_end:1743602179.095481, duration(s):0.112607, ele_sz(B):4, cnt:1, total(MB):0.000004, avg_bw(MB/s):0.000008
[Allreduce] id:0004, cur_start:1743602196.149160, cur_end:1743602225.887473, duration(s):29.738313, ele_sz(B):4, cnt:674834720, total(MB):-1521.709839, avg_bw(MB/s):4.424344
[Allreduce] id:0005, cur_start:1743602226.386267, cur_end:1743602226.387284, duration(s):0.001017, ele_sz(B):4, cnt:1, total(MB):0.000004, avg_bw(MB/s):0.000938
[Allreduce] id:0006, cur_start:1743602235.059320, cur_end:1743602241.748727, duration(s):6.689407, ele_sz(B):4, cnt:2691104, total(MB):10.265747, avg_bw(MB/s):0.383657
[Allreduce] id:0007, cur_start:1743602241.748962, cur_end:1743602242.348115, duration(s):0.599153, ele_sz(B):4, cnt:10620288, total(MB):40.513184, avg_bw(MB/s):16.904356
[Allreduce] id:0008, cur_start:1743602242.348246, cur_end:1743602242.749574, duration(s):0.401328, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):31.557826
[Allreduce] id:0009, cur_start:1743602242.749709, cur_end:1743602243.107555, duration(s):0.357846, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):28.315785
[Allreduce] id:0010, cur_start:1743602243.107793, cur_end:1743602243.481614, duration(s):0.373821, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):33.879956
[Allreduce] id:0011, cur_start:1743602243.481748, cur_end:1743602243.913078, duration(s):0.431330, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):23.491736
[Allreduce] id:0012, cur_start:1743602243.913232, cur_end:1743602244.346100, duration(s):0.432868, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):29.258432
[Allreduce] id:0013, cur_start:1743602244.346267, cur_end:1743602244.719332, duration(s):0.373065, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):27.160657
[Allreduce] id:0014, cur_start:1743602244.719563, cur_end:1743602245.113789, duration(s):0.394226, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):32.126341
[Allreduce] id:0015, cur_start:1743602245.113993, cur_end:1743602245.542028, duration(s):0.428035, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):23.672575
[Allreduce] id:0016, cur_start:1743602245.542305, cur_end:1743602246.000764, duration(s):0.458459, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):27.625238
[Allreduce] id:0017, cur_start:1743602246.000926, cur_end:1743602246.324563, duration(s):0.323637, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):31.308813
[Allreduce] id:0018, cur_start:1743602246.324701, cur_end:1743602246.839812, duration(s):0.515111, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):24.587010
[Allreduce] id:0019, cur_start:1743602246.839964, cur_end:1743602247.260387, duration(s):0.420423, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):24.101180
[Allreduce] id:0020, cur_start:1743602247.260613, cur_end:1743602247.673948, duration(s):0.413335, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):30.641100
[Allreduce] id:0021, cur_start:1743602247.674120, cur_end:1743602248.006705, duration(s):0.332585, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):30.466469
[Allreduce] id:0022, cur_start:1743602248.006923, cur_end:1743602248.458954, duration(s):0.452031, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):28.018076
[Allreduce] id:0023, cur_start:1743602248.459186, cur_end:1743602248.861831, duration(s):0.402645, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):25.165320
[Allreduce] id:0024, cur_start:1743602248.862057, cur_end:1743602249.273254, duration(s):0.411197, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):30.800417
[Allreduce] id:0025, cur_start:1743602249.273409, cur_end:1743602249.595650, duration(s):0.322241, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):31.444448
[Allreduce] id:0026, cur_start:1743602249.595942, cur_end:1743602249.999748, duration(s):0.403806, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):31.364168
[Allreduce] id:0027, cur_start:1743602249.999926, cur_end:1743602250.317075, duration(s):0.317149, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):31.949306
[Allreduce] id:0028, cur_start:1743602250.317278, cur_end:1743602250.714475, duration(s):0.397197, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):31.886039
[Allreduce] id:0029, cur_start:1743602250.714611, cur_end:1743602251.176826, duration(s):0.462215, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):21.922029
[Allreduce] id:0030, cur_start:1743602251.177068, cur_end:1743602251.553943, duration(s):0.376875, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):33.605410
[Allreduce] id:0031, cur_start:1743602251.554125, cur_end:1743602251.766045, duration(s):0.211920, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):47.813752
[Allreduce] id:0032, cur_start:1743602251.766390, cur_end:1743602252.031930, duration(s):0.265540, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):47.695410
[Allreduce] id:0033, cur_start:1743602252.032137, cur_end:1743602253.067938, duration(s):1.035801, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):9.782468
