[Allreduce] id:0001, cur_start:1743940689.390803, cur_end:1743940689.492071, duration(s):0.101268, ele_sz(B):4, cnt:291, total(MB):0.001110, avg_bw(MB/s):0.002740
[Allreduce] id:0002, cur_start:1743940690.166068, cur_end:1743940691.612169, duration(s):1.446101, ele_sz(B):4, cnt:674834720, total(MB):-1521.709839, avg_bw(MB/s):90.984337
[Allreduce] id:0003, cur_start:1743940707.789678, cur_end:1743940708.015900, duration(s):0.226222, ele_sz(B):4, cnt:1, total(MB):0.000004, avg_bw(MB/s):0.000004
[Allreduce] id:0004, cur_start:1743940720.535883, cur_end:1743940721.795455, duration(s):1.259572, ele_sz(B):4, cnt:674834720, total(MB):-1521.709839, avg_bw(MB/s):104.458134
[Allreduce] id:0005, cur_start:1743940722.805240, cur_end:1743940722.814093, duration(s):0.008853, ele_sz(B):4, cnt:1, total(MB):0.000004, avg_bw(MB/s):0.000108
[Allreduce] id:0006, cur_start:1743940730.360636, cur_end:1743940730.473989, duration(s):0.113353, ele_sz(B):4, cnt:2691104, total(MB):10.265747, avg_bw(MB/s):22.641101
[Allreduce] id:0007, cur_start:1743940730.474145, cur_end:1743940730.602262, duration(s):0.128117, ele_sz(B):4, cnt:10620288, total(MB):40.513184, avg_bw(MB/s):79.055050
[Allreduce] id:0008, cur_start:1743940730.602433, cur_end:1743940730.716453, duration(s):0.114020, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):111.077347
[Allreduce] id:0009, cur_start:1743940730.716628, cur_end:1743940730.822358, duration(s):0.105730, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):95.835529
[Allreduce] id:0010, cur_start:1743940730.822638, cur_end:1743940730.921648, duration(s):0.099010, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):127.916767
[Allreduce] id:0011, cur_start:1743940730.921794, cur_end:1743940731.012464, duration(s):0.090670, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):111.753506
[Allreduce] id:0012, cur_start:1743940731.012618, cur_end:1743940731.109975, duration(s):0.097357, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):130.088633
[Allreduce] id:0013, cur_start:1743940731.110138, cur_end:1743940731.250673, duration(s):0.140535, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):72.100832
[Allreduce] id:0014, cur_start:1743940731.250863, cur_end:1743940731.315367, duration(s):0.064504, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):196.345018
[Allreduce] id:0015, cur_start:1743940731.315497, cur_end:1743940731.419409, duration(s):0.103912, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):97.512226
[Allreduce] id:0016, cur_start:1743940731.419612, cur_end:1743940731.517665, duration(s):0.098053, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):129.165238
[Allreduce] id:0017, cur_start:1743940731.517817, cur_end:1743940731.623163, duration(s):0.105346, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):96.184862
[Allreduce] id:0018, cur_start:1743940731.623486, cur_end:1743940731.724282, duration(s):0.100796, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):125.650215
[Allreduce] id:0019, cur_start:1743940731.724488, cur_end:1743940731.824090, duration(s):0.099602, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):101.731797
[Allreduce] id:0020, cur_start:1743940731.824337, cur_end:1743940731.930311, duration(s):0.105974, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):119.510815
[Allreduce] id:0021, cur_start:1743940731.930494, cur_end:1743940732.037238, duration(s):0.106744, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):94.925152
[Allreduce] id:0022, cur_start:1743940732.037502, cur_end:1743940732.152659, duration(s):0.115157, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):109.980627
[Allreduce] id:0023, cur_start:1743940732.152950, cur_end:1743940732.249394, duration(s):0.096444, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):105.062943
[Allreduce] id:0024, cur_start:1743940732.249575, cur_end:1743940732.357233, duration(s):0.107658, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):117.641411
[Allreduce] id:0025, cur_start:1743940732.357516, cur_end:1743940732.461020, duration(s):0.103504, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):97.896607
[Allreduce] id:0026, cur_start:1743940732.461221, cur_end:1743940732.566129, duration(s):0.104908, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):120.725198
[Allreduce] id:0027, cur_start:1743940732.566368, cur_end:1743940732.661143, duration(s):0.094775, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):106.913115
[Allreduce] id:0028, cur_start:1743940732.661297, cur_end:1743940732.760366, duration(s):0.099069, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):127.840586
[Allreduce] id:0029, cur_start:1743940732.760631, cur_end:1743940732.856934, duration(s):0.096303, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):105.216768
[Allreduce] id:0030, cur_start:1743940732.859557, cur_end:1743940732.951954, duration(s):0.092397, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):137.071973
[Allreduce] id:0031, cur_start:1743940732.960977, cur_end:1743940733.048451, duration(s):0.087474, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):115.836596
[Allreduce] id:0032, cur_start:1743940733.062717, cur_end:1743940733.144365, duration(s):0.081648, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):155.117566
[Allreduce] id:0033, cur_start:1743940733.169254, cur_end:1743940733.248007, duration(s):0.078753, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):128.664183
[Allreduce] id:0034, cur_start:1743940733.286996, cur_end:1743940733.369812, duration(s):0.082816, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):152.929857
[Allreduce] id:0035, cur_start:1743940733.397942, cur_end:1743940733.470499, duration(s):0.072557, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):139.651452
[Allreduce] id:0036, cur_start:1743940733.503700, cur_end:1743940733.570703, duration(s):0.067003, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):189.021970
[Allreduce] id:0037, cur_start:1743940733.602028, cur_end:1743940733.669758, duration(s):0.067730, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):149.604170
[Allreduce] id:0038, cur_start:1743940733.703246, cur_end:1743940733.768087, duration(s):0.064841, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):195.324549
[Allreduce] id:0039, cur_start:1743940733.823284, cur_end:1743940733.868791, duration(s):0.045507, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):222.662237
[Allreduce] id:0040, cur_start:1743940733.941864, cur_end:1743940733.986792, duration(s):0.044928, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):281.896347
[Allreduce] id:0041, cur_start:1743940734.044648, cur_end:1743940734.084546, duration(s):0.039898, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):253.964871
[Allreduce] id:0042, cur_start:1743940734.150981, cur_end:1743940734.196668, duration(s):0.045687, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):277.213191
[Allreduce] id:0043, cur_start:1743940734.248938, cur_end:1743940734.292992, duration(s):0.044054, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):230.006139
[Allreduce] id:0044, cur_start:1743940734.356381, cur_end:1743940734.401919, duration(s):0.045538, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):278.120231
[Allreduce] id:0045, cur_start:1743940734.457704, cur_end:1743940734.502763, duration(s):0.045059, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):224.876061
[Allreduce] id:0046, cur_start:1743940734.564812, cur_end:1743940734.610883, duration(s):0.046071, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):274.902630
[Allreduce] id:0047, cur_start:1743940734.677326, cur_end:1743940734.723604, duration(s):0.046278, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):218.952643
[Allreduce] id:0048, cur_start:1743940734.776465, cur_end:1743940734.823039, duration(s):0.046574, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):271.933677
[Allreduce] id:0049, cur_start:1743940734.886204, cur_end:1743940734.929913, duration(s):0.043709, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):231.821603
[Allreduce] id:0050, cur_start:1743940734.991833, cur_end:1743940735.034560, duration(s):0.042727, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):296.417700
[Allreduce] id:0051, cur_start:1743940735.086360, cur_end:1743940735.127858, duration(s):0.041498, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):244.172983
[Allreduce] id:0052, cur_start:1743940735.190348, cur_end:1743940735.233974, duration(s):0.043626, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):290.309427
[Allreduce] id:0053, cur_start:1743940735.286208, cur_end:1743940735.331332, duration(s):0.045124, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):224.552133
[Allreduce] id:0054, cur_start:1743940735.386629, cur_end:1743940735.433121, duration(s):0.046492, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):272.413298
[Allreduce] id:0055, cur_start:1743940735.489444, cur_end:1743940735.531928, duration(s):0.042484, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):238.506036
[Allreduce] id:0056, cur_start:1743940735.599716, cur_end:1743940735.643950, duration(s):0.044234, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):286.319100
[Allreduce] id:0057, cur_start:1743940735.700911, cur_end:1743940735.738805, duration(s):0.037894, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):267.395641
[Allreduce] id:0058, cur_start:1743940735.797347, cur_end:1743940735.842078, duration(s):0.044731, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):283.137848
[Allreduce] id:0059, cur_start:1743940735.914617, cur_end:1743940735.954857, duration(s):0.040240, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):251.806422
[Allreduce] id:0060, cur_start:1743940736.018914, cur_end:1743940736.059844, duration(s):0.040930, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):309.431690
[Allreduce] id:0061, cur_start:1743940736.115018, cur_end:1743940736.153894, duration(s):0.038876, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):260.641281
[Allreduce] id:0062, cur_start:1743940736.209249, cur_end:1743940736.247837, duration(s):0.038588, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):328.211855
[Allreduce] id:0063, cur_start:1743940736.247964, cur_end:1743940736.282702, duration(s):0.034738, ele_sz(B):4, cnt:2803968, total(MB):10.696289, avg_bw(MB/s):76.978302
[Allreduce] id:0064, cur_start:1743940737.292502, cur_end:1743940737.303929, duration(s):0.011427, ele_sz(B):4, cnt:1, total(MB):0.000004, avg_bw(MB/s):0.000083
[Allreduce] id:0065, cur_start:1743940743.025602, cur_end:1743940743.034149, duration(s):0.008547, ele_sz(B):4, cnt:2691104, total(MB):10.265747, avg_bw(MB/s):300.273402
[Allreduce] id:0066, cur_start:1743940743.134232, cur_end:1743940743.161157, duration(s):0.026925, ele_sz(B):4, cnt:10620288, total(MB):40.513184, avg_bw(MB/s):376.166979
[Allreduce] id:0067, cur_start:1743940743.240555, cur_end:1743940743.282764, duration(s):0.042209, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):300.055416
[Allreduce] id:0068, cur_start:1743940743.353443, cur_end:1743940743.389399, duration(s):0.035956, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):281.808055
[Allreduce] id:0069, cur_start:1743940743.456136, cur_end:1743940743.497643, duration(s):0.041507, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):305.130196
[Allreduce] id:0070, cur_start:1743940743.572035, cur_end:1743940743.608626, duration(s):0.036591, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):276.917560
[Allreduce] id:0071, cur_start:1743940743.694282, cur_end:1743940743.738981, duration(s):0.044699, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):283.340546
[Allreduce] id:0072, cur_start:1743940743.799697, cur_end:1743940743.838652, duration(s):0.038955, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):260.112705
[Allreduce] id:0073, cur_start:1743940743.908224, cur_end:1743940743.951462, duration(s):0.043238, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):292.914544
[Allreduce] id:0074, cur_start:1743940744.009612, cur_end:1743940744.050475, duration(s):0.040863, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):247.967365
[Allreduce] id:0075, cur_start:1743940744.133716, cur_end:1743940744.175145, duration(s):0.041429, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):305.704677
[Allreduce] id:0076, cur_start:1743940744.233094, cur_end:1743940744.272997, duration(s):0.039903, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):253.933048
[Allreduce] id:0077, cur_start:1743940744.342780, cur_end:1743940744.387556, duration(s):0.044776, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):282.853293
[Allreduce] id:0078, cur_start:1743940744.455832, cur_end:1743940744.495254, duration(s):0.039422, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):257.031364
[Allreduce] id:0079, cur_start:1743940744.559197, cur_end:1743940744.602236, duration(s):0.043039, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):294.268897
[Allreduce] id:0080, cur_start:1743940744.661882, cur_end:1743940744.698070, duration(s):0.036188, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):280.001394
[Allreduce] id:0081, cur_start:1743940744.780343, cur_end:1743940744.820775, duration(s):0.040432, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):313.242953
[Allreduce] id:0082, cur_start:1743940744.898846, cur_end:1743940744.938699, duration(s):0.039853, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):254.251636
[Allreduce] id:0083, cur_start:1743940745.022313, cur_end:1743940745.065863, duration(s):0.043550, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):290.816052
[Allreduce] id:0084, cur_start:1743940745.136195, cur_end:1743940745.174394, duration(s):0.038199, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):265.260620
[Allreduce] id:0085, cur_start:1743940745.231553, cur_end:1743940745.274304, duration(s):0.042751, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):296.251294
