[Allreduce] id:0001, cur_start:1744006277.563708, cur_end:1744006278.455013, duration(s):0.891305, ele_sz(B):4, cnt:291, total(MB):0.001110, avg_bw(MB/s):0.000311
[Allreduce] id:0002, cur_start:1744006278.455493, cur_end:1744006280.161409, duration(s):1.705916, ele_sz(B):4, cnt:674834720, total(MB):-1521.709839, avg_bw(MB/s):77.127209
[Allreduce] id:0003, cur_start:1744006294.901043, cur_end:1744006294.950888, duration(s):0.049845, ele_sz(B):4, cnt:1, total(MB):0.000004, avg_bw(MB/s):0.000019
[Allreduce] id:0004, cur_start:1744006306.779636, cur_end:1744006310.767770, duration(s):3.988134, ele_sz(B):4, cnt:674834720, total(MB):-1521.709839, avg_bw(MB/s):32.991003
[Allreduce] id:0005, cur_start:1744006311.270171, cur_end:1744006311.272924, duration(s):0.002753, ele_sz(B):4, cnt:1, total(MB):0.000004, avg_bw(MB/s):0.000346
[Allreduce] id:0006, cur_start:1744006318.287767, cur_end:1744006318.829399, duration(s):0.541632, ele_sz(B):4, cnt:2691104, total(MB):10.265747, avg_bw(MB/s):4.738340
[Allreduce] id:0007, cur_start:1744006318.829842, cur_end:1744006318.948301, duration(s):0.118459, ele_sz(B):4, cnt:10620288, total(MB):40.513184, avg_bw(MB/s):85.500434
[Allreduce] id:0008, cur_start:1744006318.948586, cur_end:1744006319.268869, duration(s):0.320283, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):39.543276
[Allreduce] id:0009, cur_start:1744006319.269299, cur_end:1744006319.329416, duration(s):0.060117, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):168.549502
[Allreduce] id:0010, cur_start:1744006319.329711, cur_end:1744006319.396521, duration(s):0.066810, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):189.568015
[Allreduce] id:0011, cur_start:1744006319.396834, cur_end:1744006319.461927, duration(s):0.065093, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):155.664825
[Allreduce] id:0012, cur_start:1744006319.462250, cur_end:1744006319.570151, duration(s):0.107901, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):117.376475
[Allreduce] id:0013, cur_start:1744006319.570382, cur_end:1744006319.669861, duration(s):0.099479, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):101.857582
[Allreduce] id:0014, cur_start:1744006319.670078, cur_end:1744006319.765481, duration(s):0.095403, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):132.753048
[Allreduce] id:0015, cur_start:1744006319.765888, cur_end:1744006319.860686, duration(s):0.094798, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):106.887175
[Allreduce] id:0016, cur_start:1744006319.860957, cur_end:1744006319.978941, duration(s):0.117984, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):107.345395
[Allreduce] id:0017, cur_start:1744006319.979188, cur_end:1744006320.091126, duration(s):0.111938, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):90.520560
[Allreduce] id:0018, cur_start:1744006320.091454, cur_end:1744006320.187209, duration(s):0.095755, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):132.265042
[Allreduce] id:0019, cur_start:1744006320.187530, cur_end:1744006320.270581, duration(s):0.083051, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):122.005640
[Allreduce] id:0020, cur_start:1744006320.270870, cur_end:1744006320.384612, duration(s):0.113742, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):111.348834
[Allreduce] id:0021, cur_start:1744006320.384901, cur_end:1744006320.477036, duration(s):0.092135, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):109.976561
[Allreduce] id:0022, cur_start:1744006320.477268, cur_end:1744006320.577316, duration(s):0.100048, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):126.589628
[Allreduce] id:0023, cur_start:1744006320.577522, cur_end:1744006320.684641, duration(s):0.107119, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):94.592840
[Allreduce] id:0024, cur_start:1744006320.685091, cur_end:1744006321.033606, duration(s):0.348515, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):36.340011
[Allreduce] id:0025, cur_start:1744006321.033947, cur_end:1744006321.132118, duration(s):0.098171, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):103.214701
[Allreduce] id:0026, cur_start:1744006321.132369, cur_end:1744006321.198823, duration(s):0.066454, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):190.583547
[Allreduce] id:0027, cur_start:1744006321.199108, cur_end:1744006321.274859, duration(s):0.075751, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):133.763124
[Allreduce] id:0028, cur_start:1744006321.275183, cur_end:1744006321.341357, duration(s):0.066174, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):191.389958
[Allreduce] id:0029, cur_start:1744006321.341640, cur_end:1744006321.400055, duration(s):0.058415, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):173.460420
[Allreduce] id:0030, cur_start:1744006321.400487, cur_end:1744006321.474640, duration(s):0.074153, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):170.796044
[Allreduce] id:0031, cur_start:1744006321.474930, cur_end:1744006321.531092, duration(s):0.056162, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):180.418974
[Allreduce] id:0032, cur_start:1744006321.531312, cur_end:1744006321.591105, duration(s):0.059793, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):211.814745
[Allreduce] id:0033, cur_start:1744006321.591336, cur_end:1744006321.669051, duration(s):0.077715, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):130.382686
[Allreduce] id:0034, cur_start:1744006321.669432, cur_end:1744006321.788969, duration(s):0.119537, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):105.950786
[Allreduce] id:0035, cur_start:1744006321.789290, cur_end:1744006321.882187, duration(s):0.092897, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):109.074463
[Allreduce] id:0036, cur_start:1744006321.882557, cur_end:1744006321.998550, duration(s):0.115993, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):109.187960
[Allreduce] id:0037, cur_start:1744006321.998784, cur_end:1744006322.095436, duration(s):0.096652, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):104.836842
[Allreduce] id:0038, cur_start:1744006322.095810, cur_end:1744006322.198002, duration(s):0.102192, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):123.933763
[Allreduce] id:0039, cur_start:1744006322.198377, cur_end:1744006322.289844, duration(s):0.091467, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):110.779739
[Allreduce] id:0040, cur_start:1744006322.290164, cur_end:1744006322.393659, duration(s):0.103495, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):122.373439
[Allreduce] id:0041, cur_start:1744006322.393881, cur_end:1744006322.788984, duration(s):0.395103, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):25.645693
[Allreduce] id:0042, cur_start:1744006322.789357, cur_end:1744006322.859550, duration(s):0.070193, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):180.431654
[Allreduce] id:0043, cur_start:1744006322.859806, cur_end:1744006322.915228, duration(s):0.055422, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):182.827946
[Allreduce] id:0044, cur_start:1744006322.915472, cur_end:1744006322.976419, duration(s):0.060947, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):207.804142
[Allreduce] id:0045, cur_start:1744006322.976638, cur_end:1744006323.036926, duration(s):0.060288, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):168.071431
[Allreduce] id:0046, cur_start:1744006323.037335, cur_end:1744006323.101397, duration(s):0.064062, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):197.699714
[Allreduce] id:0047, cur_start:1744006323.101784, cur_end:1744006323.193980, duration(s):0.092196, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):109.903797
[Allreduce] id:0048, cur_start:1744006323.194286, cur_end:1744006323.268076, duration(s):0.073790, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):171.636252
[Allreduce] id:0049, cur_start:1744006323.268485, cur_end:1744006323.333133, duration(s):0.064648, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):156.736333
[Allreduce] id:0050, cur_start:1744006323.333530, cur_end:1744006323.442512, duration(s):0.108982, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):116.212210
[Allreduce] id:0051, cur_start:1744006323.442854, cur_end:1744006323.570026, duration(s):0.127172, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):79.677055
[Allreduce] id:0052, cur_start:1744006323.570413, cur_end:1744006323.668887, duration(s):0.098474, ele_sz(B):4, cnt:13280256, total(MB):50.660156, avg_bw(MB/s):128.613025
[Allreduce] id:0053, cur_start:1744006323.669083, cur_end:1744006323.878121, duration(s):0.209038, ele_sz(B):4, cnt:10624896, total(MB):40.530762, avg_bw(MB/s):48.472959
